,Unnamed: 0,Sampled_Day,user_id,movie_id,rating,movie_title
52,52,16.0,226,49,4,Star Wars
53,53,24.0,180,0,3,Toy Story
54,54,9.0,103,299,3,Air Force One
55,55,22.0,12,120,5,Independence Day
56,56,13.0,61,287,2,Scream
57,57,2.0,21,257,5,Contact
58,58,19.0,64,99,3,Fargo
59,59,8.0,94,0,5,Toy Story
60,60,20.0,108,257,5,Contact
61,61,5.0,281,287,4,Scream
62,62,8.0,251,299,4,Air Force One
63,63,16.0,196,299,4,Air Force One
64,64,10.0,286,293,5,Liar Liar
65,65,3.0,164,287,2,Scream
66,66,18.0,194,299,3,Air Force One
67,67,13.0,98,49,5,Star Wars
68,68,23.0,261,120,3,Independence Day
69,69,16.0,78,99,5,Fargo
70,70,10.0,304,49,5,Star Wars
71,71,6.0,24,257,5,Contact
72,72,11.0,175,257,4,Contact
73,73,1.0,57,99,5,Fargo
74,74,5.0,267,0,3,Toy Story
75,75,22.0,198,257,4,Contact
76,76,22.0,102,120,3,Independence Day
77,77,3.0,136,299,5,Air Force One
78,78,1.0,212,293,3,Liar Liar
79,79,26.0,202,180,5,Return of the Jedi
80,80,28.0,197,99,1,Fargo
81,81,15.0,126,293,4,Liar Liar
82,82,11.0,311,120,3,Independence Day
83,83,15.0,61,257,5,Contact
84,84,9.0,107,49,4,Star Wars
85,85,4.0,183,180,4,Return of the Jedi
86,86,15.0,58,285,3,"English Patient, The"
87,87,16.0,11,299,4,Air Force One
88,88,6.0,257,287,1,Scream
89,89,15.0,292,287,3,Scream
90,90,11.0,98,180,5,Return of the Jedi
91,91,13.0,295,257,5,Contact
92,92,24.0,62,49,4,Star Wars
93,93,19.0,68,299,3,Air Force One
94,94,5.0,285,257,4,Contact
95,95,19.0,183,99,5,Fargo
96,96,4.0,141,180,5,Return of the Jedi
97,97,2.0,274,257,3,Contact
98,98,20.0,161,180,4,Return of the Jedi
99,99,18.0,5,293,2,Liar Liar
100,100,9.0,206,120,3,Independence Day
101,101,8.0,172,285,5,"English Patient, The"
102,102,23.0,130,99,5,Fargo
103,103,3.0,196,293,4,Liar Liar
104,104,22.0,188,0,5,Toy Story
105,105,25.0,233,49,4,Star Wars
106,106,18.0,235,285,5,"English Patient, The"
107,107,9.0,96,49,5,Star Wars
108,108,26.0,149,120,2,Independence Day
109,109,15.0,116,49,5,Star Wars
110,110,25.0,69,49,4,Star Wars
111,111,29.0,319,293,4,Liar Liar
112,112,11.0,149,99,2,Fargo
113,113,7.0,317,49,2,Star Wars
114,114,1.0,101,299,3,Air Force One
115,115,26.0,306,99,3,Fargo
116,116,9.0,144,0,3,Toy Story
117,117,14.0,108,99,4,Fargo
118,118,17.0,144,49,5,Star Wars
119,119,7.0,123,49,3,Star Wars
120,120,18.0,252,49,4,Star Wars
121,121,14.0,296,285,5,"English Patient, The"
122,122,19.0,146,257,4,Contact
123,123,3.0,41,120,4,Independence Day
124,124,4.0,175,293,2,Liar Liar
125,125,21.0,137,120,4,Independence Day
126,126,17.0,306,257,5,Contact
127,127,14.0,310,180,4,Return of the Jedi
128,128,23.0,253,285,1,"English Patient, The"
129,129,18.0,240,293,3,Liar Liar
130,130,10.0,175,287,3,Scream
131,131,8.0,164,257,5,Contact
132,132,14.0,194,180,5,Return of the Jedi
133,133,10.0,73,287,3,Scream
134,134,3.0,210,299,2,Air Force One
135,135,4.0,157,0,4,Toy Story
136,136,16.0,295,285,5,"English Patient, The"
137,137,10.0,161,120,4,Independence Day
138,138,22.0,177,120,5,Independence Day
139,139,29.0,74,120,4,Independence Day
140,140,23.0,245,120,4,Independence Day
141,141,8.0,273,287,4,Scream
142,142,20.0,270,120,2,Independence Day
143,143,13.0,0,120,4,Independence Day
144,144,8.0,293,287,5,Scream
145,145,5.0,66,0,3,Toy Story
146,146,24.0,260,293,4,Liar Liar
147,147,19.0,236,99,5,Fargo
148,148,5.0,112,293,4,Liar Liar
149,149,12.0,270,49,5,Star Wars
150,150,8.0,178,257,5,Contact
151,151,26.0,261,257,4,Contact
152,152,3.0,231,0,4,Toy Story
153,153,9.0,68,257,4,Contact
154,154,14.0,253,49,5,Star Wars
155,155,8.0,328,99,4,Fargo
156,156,26.0,85,257,5,Contact
157,157,27.0,196,287,3,Scream
158,158,8.0,149,0,4,Toy Story
159,159,22.0,58,120,4,Independence Day
160,160,23.0,132,257,5,Contact
161,161,24.0,288,0,3,Toy Story
162,162,8.0,243,99,4,Fargo
163,163,2.0,270,299,2,Air Force One
164,164,17.0,325,49,5,Star Wars
165,165,22.0,267,120,2,Independence Day
166,166,11.0,25,285,3,"English Patient, The"
167,167,28.0,162,287,3,Scream
168,168,3.0,256,257,3,Contact
169,169,24.0,326,299,2,Air Force One
170,170,9.0,42,285,4,"English Patient, The"
171,171,17.0,190,287,3,Scream
172,172,11.0,283,257,4,Contact
173,173,17.0,6,299,4,Air Force One
174,174,18.0,212,49,5,Star Wars
175,175,7.0,194,99,5,Fargo
176,176,14.0,29,180,4,Return of the Jedi
177,177,16.0,222,257,1,Contact
178,178,27.0,172,299,4,Air Force One
179,179,19.0,291,99,5,Fargo
180,180,14.0,223,257,3,Contact
181,181,26.0,284,287,5,Scream
182,182,26.0,296,299,3,Air Force One
183,183,15.0,12,299,1,Air Force One
184,184,12.0,285,99,3,Fargo
185,185,5.0,79,49,3,Star Wars
186,186,11.0,215,285,4,"English Patient, The"
187,187,14.0,202,293,2,Liar Liar
188,188,13.0,116,0,4,Toy Story
189,189,6.0,103,99,4,Fargo
190,190,19.0,48,0,2,Toy Story
191,191,4.0,321,49,5,Star Wars
192,192,23.0,27,49,4,Star Wars
193,193,18.0,105,285,4,"English Patient, The"
194,194,24.0,210,180,1,Return of the Jedi
195,195,18.0,266,49,5,Star Wars
196,196,6.0,234,99,4,Fargo
197,197,10.0,125,257,4,Contact
198,198,14.0,2,293,2,Liar Liar
199,199,13.0,120,120,2,Independence Day
200,200,20.0,208,257,2,Contact
201,201,14.0,129,49,5,Star Wars
202,202,13.0,245,293,2,Liar Liar
203,203,14.0,153,285,4,"English Patient, The"
204,204,20.0,21,293,1,Liar Liar
205,205,29.0,227,287,4,Scream
206,206,13.0,177,287,5,Scream
207,207,25.0,254,257,4,Contact
208,208,24.0,56,293,4,Liar Liar
209,209,18.0,99,287,2,Scream
210,210,11.0,333,99,5,Fargo
211,211,15.0,261,49,2,Star Wars
212,212,19.0,222,0,4,Toy Story
213,213,25.0,196,180,5,Return of the Jedi
214,214,3.0,279,99,3,Fargo
215,215,7.0,309,257,3,Contact
216,216,5.0,150,299,4,Air Force One
217,217,1.0,158,257,4,Contact
218,218,26.0,317,285,3,"English Patient, The"
219,219,21.0,329,120,4,Independence Day
220,220,16.0,229,49,5,Star Wars
221,221,28.0,238,285,1,"English Patient, The"
222,222,11.0,137,99,5,Fargo
223,223,18.0,15,287,3,Scream
224,224,10.0,134,293,4,Liar Liar
225,225,14.0,109,299,3,Air Force One
226,226,5.0,179,120,5,Independence Day
227,227,19.0,39,257,3,Contact
228,228,10.0,165,287,3,Scream
229,229,26.0,249,293,1,Liar Liar
230,230,17.0,213,120,4,Independence Day
231,231,12.0,63,99,4,Fargo
232,232,6.0,180,285,1,"English Patient, The"
233,233,12.0,199,285,4,"English Patient, The"
234,234,26.0,220,99,5,Fargo
235,235,2.0,176,299,2,Air Force One
236,236,13.0,143,285,4,"English Patient, The"
237,237,26.0,338,287,3,Scream
238,238,21.0,238,287,2,Scream
239,239,21.0,38,257,4,Contact
240,240,12.0,315,49,1,Star Wars
241,241,16.0,15,293,4,Liar Liar
242,242,22.0,25,99,5,Fargo
243,243,22.0,219,287,5,Scream
244,244,1.0,20,287,3,Scream
245,245,7.0,247,180,4,Return of the Jedi
246,246,4.0,205,287,5,Scream
247,247,14.0,75,99,5,Fargo
248,248,22.0,326,49,3,Star Wars
249,249,29.0,13,99,5,Fargo
250,250,22.0,157,99,5,Fargo
251,251,16.0,298,49,4,Star Wars
252,252,5.0,55,0,4,Toy Story
253,253,15.0,75,257,3,Contact
254,254,26.0,72,285,4,"English Patient, The"
255,255,8.0,144,285,3,"English Patient, The"
256,256,21.0,292,299,2,Air Force One
257,257,17.0,302,180,5,Return of the Jedi
258,258,5.0,101,120,3,Independence Day
259,259,27.0,154,293,3,Liar Liar
260,260,9.0,250,257,3,Contact
261,261,22.0,78,287,3,Scream
262,262,12.0,9,293,3,Liar Liar
263,263,20.0,343,180,3,Return of the Jedi
264,264,5.0,52,99,5,Fargo
265,265,24.0,206,293,3,Liar Liar
266,266,9.0,64,120,4,Independence Day
267,267,12.0,85,285,3,"English Patient, The"
268,268,25.0,143,49,5,Star Wars
269,269,14.0,341,287,5,Scream
270,270,25.0,298,285,4,"English Patient, The"
271,271,26.0,61,293,1,Liar Liar
272,272,7.0,58,257,3,Contact
273,273,20.0,7,293,3,Liar Liar
274,274,15.0,16,0,4,Toy Story
275,275,24.0,126,285,1,"English Patient, The"
276,276,11.0,82,293,3,Liar Liar
277,277,21.0,27,99,5,Fargo
278,278,1.0,44,120,4,Independence Day
279,279,23.0,62,287,3,Scream
280,280,3.0,339,0,5,Toy Story
281,281,18.0,239,299,3,Air Force One
282,282,22.0,150,99,3,Fargo
283,283,12.0,316,299,4,Air Force One
284,284,26.0,192,287,1,Scream
285,285,27.0,340,293,3,Liar Liar
286,286,21.0,58,99,5,Fargo
287,287,2.0,250,120,4,Independence Day
288,288,9.0,239,287,5,Scream
289,289,12.0,95,99,5,Fargo
290,290,27.0,237,180,3,Return of the Jedi
291,291,18.0,203,257,2,Contact
292,292,1.0,310,257,4,Contact
293,293,9.0,247,99,4,Fargo
294,294,7.0,161,49,5,Star Wars
295,295,7.0,76,180,3,Return of the Jedi
296,296,8.0,176,0,3,Toy Story
297,297,23.0,245,99,4,Fargo
298,298,3.0,252,293,4,Liar Liar
299,299,3.0,47,49,4,Star Wars
300,300,23.0,199,120,5,Independence Day
301,301,1.0,0,257,5,Contact
302,302,22.0,189,299,4,Air Force One
303,303,22.0,8,285,5,"English Patient, The"
304,304,11.0,112,99,4,Fargo
305,305,28.0,281,257,5,Contact
306,306,13.0,140,49,4,Star Wars
307,307,11.0,31,99,3,Fargo
308,308,18.0,250,49,5,Star Wars
309,309,18.0,98,257,5,Contact
310,310,12.0,61,99,4,Fargo
311,311,29.0,102,299,3,Air Force One
312,312,14.0,233,293,3,Liar Liar
313,313,12.0,71,180,1,Return of the Jedi
314,314,8.0,126,299,5,Air Force One
315,315,19.0,78,285,5,"English Patient, The"
316,316,15.0,17,285,5,"English Patient, The"
317,317,27.0,168,180,5,Return of the Jedi
318,318,26.0,344,120,3,Independence Day
319,319,28.0,48,257,2,Contact
320,320,21.0,354,299,4,Air Force One
321,321,13.0,45,287,2,Scream
322,322,8.0,305,99,4,Fargo
323,323,20.0,330,99,4,Fargo
324,324,26.0,116,120,4,Independence Day
325,325,29.0,193,0,4,Toy Story
326,326,5.0,331,257,5,Contact
327,327,7.0,232,285,3,"English Patient, The"
328,328,26.0,249,0,4,Toy Story
329,329,24.0,42,299,5,Air Force One
330,330,5.0,296,49,5,Star Wars
331,331,19.0,322,99,4,Fargo
332,332,25.0,279,285,4,"English Patient, The"
333,333,10.0,52,180,4,Return of the Jedi
334,334,24.0,237,299,4,Air Force One
335,335,15.0,324,180,4,Return of the Jedi
336,336,2.0,86,299,3,Air Force One
337,337,20.0,116,257,4,Contact
338,338,10.0,228,285,4,"English Patient, The"
339,339,21.0,17,180,3,Return of the Jedi
340,340,12.0,362,287,4,Scream
341,341,23.0,63,180,4,Return of the Jedi
342,342,6.0,172,293,5,Liar Liar
343,343,3.0,212,0,2,Toy Story
344,344,28.0,32,257,4,Contact
345,345,23.0,136,49,5,Star Wars
346,346,6.0,115,293,2,Liar Liar
347,347,5.0,347,287,5,Scream
348,348,19.0,153,49,5,Star Wars
349,349,9.0,256,49,5,Star Wars
350,350,3.0,106,257,4,Contact
351,351,13.0,268,49,3,Star Wars
352,352,20.0,349,0,4,Toy Story
353,353,3.0,347,0,4,Toy Story
354,354,7.0,104,257,5,Contact
355,355,23.0,130,0,4,Toy Story
356,356,5.0,122,49,3,Star Wars
357,357,23.0,160,285,2,"English Patient, The"
358,358,29.0,199,293,4,Liar Liar
359,359,19.0,326,287,4,Scream
360,360,29.0,133,299,3,Air Force One
361,361,18.0,331,299,5,Air Force One
362,362,15.0,107,180,3,Return of the Jedi
363,363,22.0,13,180,5,Return of the Jedi
364,364,14.0,194,257,4,Contact
365,365,14.0,364,257,4,Contact
366,366,26.0,188,120,2,Independence Day
367,367,24.0,93,49,5,Star Wars
368,368,1.0,259,299,3,Air Force One
369,369,12.0,329,49,5,Star Wars
370,370,13.0,66,120,4,Independence Day
371,371,4.0,205,257,4,Contact
372,372,27.0,331,287,5,Scream
373,373,8.0,367,49,4,Star Wars
374,374,12.0,204,257,3,Contact
375,375,2.0,105,0,4,Toy Story
376,376,8.0,328,257,3,Contact
377,377,17.0,188,99,4,Fargo
378,378,19.0,269,285,5,"English Patient, The"
379,379,24.0,183,257,3,Contact
380,380,10.0,5,285,2,"English Patient, The"
381,381,20.0,127,299,5,Air Force One
382,382,9.0,329,180,5,Return of the Jedi
383,383,8.0,133,257,4,Contact
384,384,14.0,107,120,3,Independence Day
385,385,24.0,297,285,4,"English Patient, The"
386,386,3.0,13,120,3,Independence Day
387,387,17.0,303,287,3,Scream
388,388,29.0,233,0,3,Toy Story
389,389,10.0,85,299,3,Air Force One
390,390,4.0,53,120,4,Independence Day
391,391,2.0,116,287,3,Scream
392,392,26.0,189,293,3,Liar Liar
393,393,25.0,76,49,4,Star Wars
394,394,23.0,320,49,4,Star Wars
395,395,17.0,302,287,4,Scream
396,396,3.0,165,257,4,Contact
397,397,25.0,327,99,5,Fargo
398,398,14.0,61,120,4,Independence Day
399,399,23.0,380,49,5,Star Wars
400,400,13.0,331,180,5,Return of the Jedi
401,401,28.0,213,293,3,Liar Liar
402,402,1.0,256,287,3,Scream
403,403,16.0,255,293,3,Liar Liar
404,404,27.0,67,287,4,Scream
405,405,27.0,175,99,5,Fargo
406,406,12.0,203,285,3,"English Patient, The"
407,407,11.0,264,180,2,Return of the Jedi
408,408,20.0,216,257,1,Contact
409,409,28.0,106,299,1,Air Force One
410,410,14.0,91,180,4,Return of the Jedi
411,411,24.0,14,285,2,"English Patient, The"
412,412,7.0,55,180,5,Return of the Jedi
413,413,19.0,275,120,4,Independence Day
414,414,23.0,276,285,5,"English Patient, The"
415,415,14.0,73,99,4,Fargo
416,416,19.0,127,293,4,Liar Liar
417,417,24.0,167,257,4,Contact
418,418,20.0,42,49,4,Star Wars
419,419,9.0,248,99,5,Fargo
420,420,5.0,312,99,5,Fargo
421,421,17.0,93,257,5,Contact
422,422,25.0,42,0,5,Toy Story
423,423,4.0,356,293,4,Liar Liar
424,424,24.0,231,180,4,Return of the Jedi
425,425,23.0,285,49,4,Star Wars
426,426,10.0,21,120,3,Independence Day
427,427,7.0,158,285,1,"English Patient, The"
428,428,12.0,361,257,4,Contact
429,429,26.0,226,285,3,"English Patient, The"
430,430,5.0,246,49,5,Star Wars
431,431,13.0,2,299,2,Air Force One
432,432,13.0,19,0,3,Toy Story
433,433,2.0,346,287,5,Scream
434,434,12.0,248,120,3,Independence Day
435,435,25.0,67,49,5,Star Wars
436,436,17.0,346,299,5,Air Force One
437,437,16.0,177,285,3,"English Patient, The"
438,438,24.0,149,49,5,Star Wars
439,439,17.0,84,299,3,Air Force One
440,440,14.0,20,120,1,Independence Day
441,441,15.0,262,293,2,Liar Liar
442,442,1.0,89,99,5,Fargo
443,443,27.0,298,99,3,Fargo
444,444,14.0,287,299,5,Air Force One
445,445,20.0,245,0,4,Toy Story
446,446,29.0,343,287,4,Scream
447,447,25.0,98,99,5,Fargo
448,448,10.0,88,120,5,Independence Day
449,449,18.0,270,257,3,Contact
450,450,3.0,213,49,3,Star Wars
451,451,10.0,255,180,4,Return of the Jedi
452,452,19.0,328,299,4,Air Force One
453,453,5.0,93,0,4,Toy Story
454,454,3.0,72,99,4,Fargo
455,455,23.0,154,285,4,"English Patient, The"
456,456,13.0,49,285,2,"English Patient, The"
457,457,16.0,173,287,3,Scream
458,458,2.0,278,0,3,Toy Story
459,459,25.0,210,285,4,"English Patient, The"
460,460,21.0,90,180,5,Return of the Jedi
461,461,25.0,326,293,3,Liar Liar
462,462,10.0,360,285,5,"English Patient, The"
463,463,28.0,385,120,3,Independence Day
464,464,27.0,269,287,5,Scream
465,465,9.0,243,257,5,Contact
466,466,20.0,29,285,5,"English Patient, The"
467,467,24.0,40,99,4,Fargo
468,468,18.0,274,299,4,Air Force One
469,469,2.0,209,49,5,Star Wars
470,470,26.0,4,99,5,Fargo
471,471,19.0,37,0,5,Toy Story
472,472,25.0,256,99,5,Fargo
473,473,7.0,270,293,2,Liar Liar
474,474,20.0,10,99,4,Fargo
475,475,17.0,27,293,3,Liar Liar
476,476,24.0,356,257,4,Contact
477,477,10.0,127,0,4,Toy Story
478,478,1.0,95,0,5,Toy Story
479,479,11.0,291,287,3,Scream
480,480,12.0,157,49,4,Star Wars
481,481,19.0,347,293,4,Liar Liar
482,482,8.0,198,293,1,Liar Liar
483,483,1.0,302,293,4,Liar Liar
484,484,28.0,192,257,3,Contact
485,485,28.0,278,49,3,Star Wars
486,486,20.0,12,99,5,Fargo
487,487,3.0,163,299,5,Air Force One
488,488,2.0,181,120,3,Independence Day
489,489,22.0,140,287,3,Scream
490,490,15.0,304,99,3,Fargo
491,491,5.0,339,180,4,Return of the Jedi
492,492,13.0,74,99,5,Fargo
493,493,9.0,181,99,3,Fargo
494,494,15.0,202,0,3,Toy Story
495,495,26.0,130,285,5,"English Patient, The"
496,496,11.0,243,293,4,Liar Liar
497,497,24.0,222,285,1,"English Patient, The"
498,498,20.0,188,293,5,Liar Liar
499,499,6.0,115,285,3,"English Patient, The"
500,500,8.0,185,287,1,Scream
501,501,18.0,156,0,5,Toy Story
502,502,19.0,164,180,5,Return of the Jedi
503,503,21.0,6,180,3,Return of the Jedi
504,504,18.0,93,99,5,Fargo
505,505,13.0,104,285,4,"English Patient, The"
506,506,25.0,376,287,5,Scream
507,507,4.0,287,49,4,Star Wars
508,508,11.0,53,257,4,Contact
509,509,16.0,292,180,3,Return of the Jedi
510,510,17.0,167,287,1,Scream
511,511,13.0,126,287,5,Scream
512,512,21.0,279,49,3,Star Wars
513,513,4.0,24,49,5,Star Wars
514,514,7.0,193,285,1,"English Patient, The"
515,515,8.0,345,293,3,Liar Liar
516,516,10.0,322,285,3,"English Patient, The"
517,517,28.0,100,120,4,Independence Day
518,518,3.0,397,180,4,Return of the Jedi
519,519,15.0,44,99,5,Fargo
520,520,14.0,242,285,4,"English Patient, The"
521,521,8.0,314,99,5,Fargo
522,522,6.0,157,285,4,"English Patient, The"
523,523,26.0,23,293,3,Liar Liar
524,524,12.0,143,180,4,Return of the Jedi
525,525,29.0,279,180,3,Return of the Jedi
526,526,20.0,276,120,2,Independence Day
527,527,24.0,310,0,4,Toy Story
528,528,6.0,165,299,5,Air Force One
529,529,17.0,23,285,5,"English Patient, The"
530,530,18.0,367,287,3,Scream
531,531,3.0,322,299,2,Air Force One
532,532,16.0,139,257,3,Contact
533,533,19.0,75,287,2,Scream
534,534,1.0,338,180,4,Return of the Jedi
535,535,18.0,221,287,4,Scream
536,536,7.0,62,299,4,Air Force One
537,537,14.0,71,120,3,Independence Day
538,538,6.0,68,99,5,Fargo
539,539,24.0,141,287,3,Scream
540,540,12.0,243,180,4,Return of the Jedi
541,541,13.0,23,257,4,Contact
542,542,7.0,26,120,4,Independence Day
543,543,29.0,205,293,2,Liar Liar
544,544,21.0,302,299,1,Air Force One
545,545,13.0,71,99,5,Fargo
546,546,29.0,45,180,4,Return of the Jedi
547,547,15.0,163,180,5,Return of the Jedi
548,548,28.0,233,299,3,Air Force One
549,549,20.0,196,285,1,"English Patient, The"
550,550,14.0,3,293,5,Liar Liar
551,551,15.0,211,285,4,"English Patient, The"
552,552,17.0,196,257,4,Contact
553,553,4.0,352,285,5,"English Patient, The"
554,554,21.0,351,180,4,Return of the Jedi
555,555,8.0,313,287,5,Scream
556,556,6.0,101,49,4,Star Wars
557,557,5.0,111,299,4,Air Force One
558,558,25.0,391,257,2,Contact
559,559,25.0,228,257,2,Contact
560,560,26.0,230,120,4,Independence Day
561,561,14.0,377,287,3,Scream
562,562,21.0,366,99,5,Fargo
563,563,6.0,208,49,5,Star Wars
564,564,2.0,143,299,3,Air Force One
565,565,2.0,176,99,5,Fargo
566,566,20.0,29,293,4,Liar Liar
567,567,8.0,69,120,3,Independence Day
568,568,13.0,102,49,5,Star Wars
569,569,9.0,120,293,4,Liar Liar
570,570,14.0,237,120,4,Independence Day
571,571,8.0,247,293,3,Liar Liar
572,572,7.0,108,293,4,Liar Liar
573,573,7.0,124,0,4,Toy Story
574,574,9.0,307,180,4,Return of the Jedi
575,575,20.0,214,257,3,Contact
576,576,28.0,283,285,4,"English Patient, The"
577,577,5.0,298,180,3,Return of the Jedi
578,578,14.0,285,0,4,Toy Story
579,579,9.0,82,0,4,Toy Story
580,580,3.0,129,285,5,"English Patient, The"
581,581,26.0,278,120,4,Independence Day
582,582,2.0,267,257,2,Contact
583,583,18.0,219,285,5,"English Patient, The"
584,584,15.0,291,299,4,Air Force One
585,585,11.0,341,99,5,Fargo
586,586,6.0,386,287,3,Scream
587,587,7.0,346,285,3,"English Patient, The"
588,588,3.0,162,285,3,"English Patient, The"
589,589,21.0,388,99,5,Fargo
590,590,5.0,55,293,4,Liar Liar
591,591,3.0,273,293,3,Liar Liar
592,592,19.0,281,293,4,Liar Liar
593,593,27.0,344,99,5,Fargo
594,594,24.0,300,0,4,Toy Story
595,595,23.0,10,299,3,Air Force One
596,596,23.0,15,299,5,Air Force One
597,597,18.0,376,99,3,Fargo
598,598,7.0,183,285,4,"English Patient, The"
599,599,19.0,82,180,4,Return of the Jedi
600,600,1.0,397,49,5,Star Wars
601,601,27.0,378,49,4,Star Wars
602,602,1.0,408,49,5,Star Wars
603,603,9.0,177,180,5,Return of the Jedi
604,604,4.0,56,99,5,Fargo
605,605,14.0,150,120,5,Independence Day
606,606,27.0,385,49,4,Star Wars
607,607,10.0,138,285,4,"English Patient, The"
608,608,29.0,406,49,4,Star Wars
609,609,10.0,402,120,5,Independence Day
610,610,19.0,112,285,4,"English Patient, The"
611,611,20.0,145,299,3,Air Force One
612,612,14.0,6,120,5,Independence Day
613,613,20.0,100,49,4,Star Wars
614,614,14.0,195,285,5,"English Patient, The"
615,615,26.0,368,180,5,Return of the Jedi
616,616,15.0,408,287,1,Scream
617,617,1.0,392,293,4,Liar Liar
618,618,23.0,254,287,4,Scream
619,619,26.0,151,285,5,"English Patient, The"
620,620,11.0,293,299,4,Air Force One
621,621,20.0,264,257,4,Contact
622,622,27.0,135,99,5,Fargo
623,623,19.0,200,49,4,Star Wars
624,624,17.0,3,287,4,Scream
625,625,5.0,409,299,3,Air Force One
626,626,16.0,344,0,3,Toy Story
627,627,3.0,282,287,2,Scream
628,628,1.0,275,287,4,Scream
629,629,3.0,98,287,4,Scream
630,630,28.0,125,287,4,Scream
631,631,5.0,378,293,3,Liar Liar
632,632,29.0,338,285,5,"English Patient, The"
633,633,23.0,399,299,4,Air Force One
634,634,18.0,12,293,2,Liar Liar
635,635,24.0,52,257,4,Contact
636,636,12.0,202,49,5,Star Wars
637,637,13.0,75,120,2,Independence Day
638,638,29.0,276,180,3,Return of the Jedi
639,639,17.0,72,287,3,Scream
640,640,7.0,337,293,1,Liar Liar
641,641,29.0,304,257,4,Contact
642,642,15.0,198,285,5,"English Patient, The"
643,643,26.0,17,0,5,Toy Story
644,644,22.0,76,99,3,Fargo
645,645,16.0,321,0,2,Toy Story
646,646,24.0,185,99,4,Fargo
647,647,11.0,343,285,3,"English Patient, The"
648,648,20.0,295,120,5,Independence Day
649,649,3.0,267,180,4,Return of the Jedi
650,650,24.0,63,0,4,Toy Story
651,651,10.0,389,99,5,Fargo
652,652,15.0,103,287,2,Scream
653,653,9.0,319,99,4,Fargo
654,654,14.0,301,257,3,Contact
655,655,11.0,282,49,5,Star Wars
656,656,1.0,229,180,4,Return of the Jedi
657,657,14.0,326,257,1,Contact
658,658,21.0,128,257,2,Contact
659,659,16.0,213,287,3,Scream
660,660,26.0,223,293,4,Liar Liar
661,661,21.0,167,99,4,Fargo
662,662,25.0,61,285,3,"English Patient, The"
663,663,29.0,65,287,4,Scream
664,664,8.0,144,99,5,Fargo
665,665,19.0,363,287,4,Scream
666,666,1.0,44,0,5,Toy Story
667,667,11.0,91,287,3,Scream
668,668,12.0,20,99,5,Fargo
669,669,28.0,246,0,4,Toy Story
670,670,23.0,26,99,5,Fargo
671,671,28.0,48,293,1,Liar Liar
672,672,28.0,327,293,3,Liar Liar
673,673,15.0,238,99,3,Fargo
674,674,6.0,222,293,4,Liar Liar
675,675,18.0,23,99,5,Fargo
676,676,20.0,61,180,4,Return of the Jedi
677,677,21.0,328,180,4,Return of the Jedi
678,678,25.0,119,285,5,"English Patient, The"
679,679,11.0,42,180,4,Return of the Jedi
680,680,1.0,355,299,3,Air Force One
681,681,24.0,127,49,4,Star Wars
682,682,29.0,389,180,4,Return of the Jedi
683,683,23.0,101,180,2,Return of the Jedi
684,684,26.0,203,0,2,Toy Story
685,685,22.0,378,299,3,Air Force One
686,686,15.0,199,49,5,Star Wars
687,687,26.0,57,49,4,Star Wars
688,688,19.0,6,287,4,Scream
689,689,20.0,373,120,4,Independence Day
690,690,3.0,53,49,5,Star Wars
691,691,19.0,298,293,2,Liar Liar
